State,District,Latitude,Longitude,District code,Population,Households,Households_with_Internet,LPG_or_PNG_Households,Households_with_Car_Jeep_Van,Households_with_Scooter_Motorcycle_Moped,Ownership_Owned_Households,Ownership_Rented_Households,sex_ratio
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,238944,1631,37849,4785,18810,149314,4519,95.0
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,547853,4358,70047,11760,39796,323644,22030,96.0
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,381614,5135,70471,13323,31363,179202,37251,95.0
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,703274,2561,17004,5041,31983,550065,6185,92.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,477297,2362,24106,7145,32335,377134,6754,93.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,979132,23258,246324,33322,230188,580691,138210,92.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,477297,2362,24106,7145,32335,377134,6754,93.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,979132,23258,246324,33322,230188,580691,138210,92.0
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,444096,1704,15459,3258,24398,372571,3728,91.0
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,733625,4644,49493,9821,41377,577162,10968,89.0
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,653161,6764,63241,8644,47618,540365,13460,88.0
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,511927,3661,45763,7391,43689,401256,9625,91.0
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,334657,1784,27362,5341,26325,254972,4718,92.0
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,1002713,6280,59510,10325,52586,785953,10615,91.0
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,807571,6856,57738,11827,59202,665673,18754,94.0
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,554058,3707,31193,9508,51902,412706,5453,102.0
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,356760,1839,12984,4842,18411,300265,5351,92.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,214792,1106,15507,2522,13682,176076,4205,92.0
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,738070,2941,32570,5118,35004,595596,11309,92.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,394703,1580,15401,3120,14047,321312,3292,89.0
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,445150,1093,11715,2436,19539,326865,4776,95.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,207645,1186,12938,2415,9577,158930,3444,90.0
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,510278,1397,12302,4560,21254,394241,3072,91.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,1088786,5319,47090,11636,59254,884913,8410,93.0
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,308063,2653,49141,3755,24259,248457,11182,88.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,1119394,10290,87796,23333,94249,911967,22474,90.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,616663,4156,43761,7955,29239,464186,17540,92.0
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,424874,1841,20522,3991,15948,336216,7706,94.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,936134,3495,38414,10911,48435,694531,7910,91.0
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,1210094,40692,321307,49821,176114,829728,104162,90.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,1243825,7719,52358,19282,78531,967001,9489,90.0
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,798596,4170,33688,8390,40178,624039,8720,92.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,608061,4594,41659,10819,49892,433720,15995,92.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,470697,1668,21651,3824,20489,359161,5426,91.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,1056465,5379,46123,10621,56464,829443,10874,91.0
Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,777622,4509,51822,10948,68604,628222,8764,95.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,132638,631,6803,1728,6933,100345,2119,93.0
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,166000,478,3983,1410,7678,147280,830,89.0
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,856964,3460,39465,7292,38576,720630,6856,90.0
Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,674372,3834,42384,10891,64065,535085,6347,99.0
Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,600102,1845,12111,4064,21885,430158,5069,93.0
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,750811,4810,47300,11316,60246,620927,6879,89.0
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,298367,44283,168344,60494,109701,112043,110377,82.0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,371319,1782,22075,4227,32802,287405,13252,102.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,164445,1574,17262,6573,11397,75560,4092,98.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,737806,8566,77727,13137,84851,561313,37623,97.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,164445,1574,17262,6573,11397,75560,4092,98.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,737806,8566,77727,13137,84851,561313,37623,97.0
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,210481,1016,14568,3069,30621,156006,6283,101.0
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,883189,16141,129193,28840,177048,582952,74863,99.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,226392,567,6628,2442,15547,179774,7347,101.0
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,332653,4544,43357,8677,55579,232642,29297,97.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,181615,1667,25605,3402,26365,124298,17842,97.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,310567,961,13200,3546,31472,241908,7773,102.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,420916,3342,27771,5979,50302,331942,19805,99.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,959028,38570,328277,43536,158119,463109,119513,96.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,420916,3342,27771,5979,50302,331942,19805,99.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,959028,38570,328277,43536,158119,463109,119513,96.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,1068500,20261,166505,30572,177517,739497,86940,98.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,590763,2737,29433,8096,56480,492651,18701,98.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,71079,1316,25844,3163,14167,14722,33493,53.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,776743,6628,144561,17447,195597,457405,57119,95.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,776743,6628,144561,17447,195597,457405,57119,95.0
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,325089,23440,132612,44342,101378,145651,26362,96.0
Goa,South Goa,15.195278658183785,73.941792596877,586,640537,251493,17624,102191,35031,82436,108881,29829,99.0
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,2198552,126341,965017,174812,692591,1193694,269205,90.0
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,430613,2538,80378,10236,113906,265928,21529,96.0
Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,621987,9902,147122,19352,104613,379759,31488,92.0
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,804197,3424,84832,22723,68665,515862,33035,94.0
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,481996,10257,121542,21579,104126,279792,44555,93.0
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,744077,7297,171327,17517,200864,467094,61608,93.0
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,433258,12107,132683,26385,106981,234873,41902,92.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,646325,11573,142974,20471,185194,354786,56645,94.0
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,739275,9631,140067,28788,140540,328271,83137,91.0
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,622026,5710,99982,12788,84414,429236,22358,94.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,659743,7759,180985,25163,119579,371860,43193,93.0
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,160369,576,12997,2442,18771,115602,4801,96.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,409156,6726,114620,18669,115177,262571,25882,96.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,567601,3456,59096,9656,72703,425072,15044,95.0
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,404138,2231,66310,7802,41235,245138,19197,94.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,183572,1653,41686,4395,45156,103353,16208,95.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,1181006,21785,362140,55289,428744,644828,111779,93.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,665533,5262,99037,22379,122399,450063,22065,95.0
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,1899838,55694,815423,106983,530528,788508,478407,79.0
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,500598,2975,77857,10088,99436,306924,26468,93.0
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,59618,137,2029,991,5662,46314,1291,101.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,1240425,53606,411734,72630,351423,771779,88479,93.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,498391,11020,137209,23938,128491,297911,58586,92.0
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,315256,12899,121622,26122,92424,183898,18611,88.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,456282,5292,88938,16793,66069,293443,11408,89.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,470681,43437,258422,63470,152884,276186,69917,87.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,258380,3210,51693,14030,52633,162708,8832,90.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,523691,67087,238359,92934,131478,211728,98060,85.0
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,456126,10132,110495,24642,90721,295628,23078,87.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,290144,5034,70149,14298,52868,168223,12154,86.0
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,368000,5263,78386,15836,61694,227870,12316,87.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,306787,3724,62668,12792,59238,189832,7550,88.0
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,428602,11163,143133,26238,108101,258981,19328,89.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,291821,7356,90150,20261,73765,162147,13063,89.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,267942,2624,45359,8538,45775,162961,3691,89.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,164551,18615,69687,29497,49972,78722,24115,87.0
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,327306,10024,121846,17466,74923,182191,32473,86.0
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,268754,5121,62667,12161,58897,156650,9969,90.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,306942,8482,94633,16545,63575,185204,15541,87.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,338792,6287,70538,24468,75692,219428,12951,90.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,200231,1615,21458,5074,8880,94367,6546,99.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,211348,2521,34978,6665,16955,99538,4452,110.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,311381,1196,20175,3791,24522,202503,4809,86.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,211348,2521,34978,6665,16955,99538,4452,110.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,311381,1196,20175,3791,24522,202503,4809,86.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,627328,8053,148361,22727,69192,314828,16832,101.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,44514,354,10740,2775,857,13926,4511,82.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,188704,2623,40064,8479,6979,80610,12616,94.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,462825,5333,59324,15958,26366,205510,11024,101.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,375165,9177,108888,23107,8186,126522,44241,92.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,192156,2220,28904,7459,17523,83947,10156,92.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,244296,5250,53722,15117,25275,86649,31305,88.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,205217,2412,43809,8059,36913,101443,5195,98.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,133617,596,7963,1804,1550,76189,1997,92.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,502609,19905,197168,44063,113156,274859,18255,88.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,48144,235,3285,1847,652,16646,1419,81.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,214847,1443,32772,4687,23014,114949,2179,89.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,169223,1537,16828,6164,4551,80452,459,91.0
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,147408,346,13160,1731,2407,87711,762,89.0
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,262239,16413,138119,34586,39804,160923,5135,90.0
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,183360,1214,20008,3800,8953,90329,2544,87.0
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,508764,9754,67157,21098,108998,292464,67373,92.0
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,215502,590,5307,2110,15107,176487,2533,95.0
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,321710,1944,26760,3714,32553,249689,7201,93.0
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,664219,11568,83995,18631,131398,359496,76629,91.0
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,326978,1193,11836,2912,23058,267228,3967,98.0
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,292052,565,6798,2671,16578,250350,2997,94.0
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,499450,1944,16909,6290,57582,381432,6860,94.0
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,292030,874,7421,1754,19859,245973,2288,94.0
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,233074,831,9108,2181,16146,179247,7713,99.0
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,185668,808,5564,1632,16906,145904,3164,95.0
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,160514,340,2177,1268,8012,127924,3721,97.0
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,111484,351,8016,1102,10065,87210,2967,99.0
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,217175,328,5316,923,9725,175835,2847,99.0
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,407904,2155,17270,8015,29434,346286,6419,93.0
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,730982,22538,164237,34053,141089,461581,79680,95.0
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,260993,591,11545,1285,10359,217420,4553,95.0
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,155283,423,3472,1158,9742,111052,4279,100.0
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,490657,3745,49345,9726,69279,287059,54451,99.0
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,326462,3729,77454,10389,69005,163974,55447,95.0
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,1318975,17560,240742,35104,228887,811672,126662,97.0
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,623480,9626,114040,14163,111250,366781,102920,98.0
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,389403,3971,34924,9724,44813,278386,30830,96.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,58391,117,1022,305,2625,47682,1846,98.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,527490,4987,58890,11722,67663,338321,55083,96.0
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,392426,4510,74534,15446,59192,216586,41283,101.0
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,447348,5711,60522,7425,55959,298987,46758,97.0
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,530691,7320,100812,15449,90291,320621,73448,97.0
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,483104,15013,140584,21127,91208,275419,87134,97.0
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,291972,3373,31959,5205,30957,175742,32788,98.0
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,600007,9752,77334,12872,73797,378218,79335,97.0
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,628981,4851,90599,14979,97603,363138,57085,101.0
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,413564,2456,41517,5681,47577,280133,37221,95.0
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,212974,3308,40958,16963,22161,93366,22511,102.0
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,477609,5051,72407,9208,85198,261316,60630,98.0
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,337649,2135,31673,6211,45100,212484,41112,99.0
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,562302,3367,80452,8188,96273,370797,47339,100.0
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,920982,28397,273706,40420,211066,529209,139947,99.0
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,455848,5200,51443,11104,70603,300223,48296,100.0
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,554106,8791,128087,20781,111532,315329,77868,100.0
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,890242,7971,116539,14929,137806,532693,93096,98.0
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,385389,9070,83810,21349,65169,220662,21037,109.0
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,723536,28842,274392,42404,144891,496464,24772,110.0
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,1174691,88737,499291,135307,322394,689970,88824,103.0
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,412433,8250,54626,21976,35855,222531,26014,101.0
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,872479,32653,115356,44108,76530,507341,28563,114.0
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,417805,10378,74092,19438,34267,240351,22502,108.0
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,925130,31542,263148,58867,144080,597009,51410,111.0
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,678161,37849,187213,73096,122177,434540,37276,104.0
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,990336,36791,145558,54277,149330,638772,35910,110.0
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,1157129,27909,139994,59145,138096,719609,47021,110.0
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,894341,27162,178386,43458,145549,575878,39417,107.0
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,1169117,71621,343590,96456,220675,727418,83983,109.0
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,1051867,56148,338350,84016,220583,683102,48702,111.0
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,277988,4712,23028,13027,22721,166448,12409,103.0
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,207713,1290,23388,2895,29063,146164,16275,98.0
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,206741,619,15886,2373,23638,162759,5484,90.0
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,470867,1712,27283,4045,46168,366925,16421,102.0
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,299270,1158,30115,3102,31152,224957,12865,98.0
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,406649,2109,45270,5740,59230,284681,23266,97.0
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,359596,1166,32268,4463,46137,288622,7464,84.0
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,700719,40788,281442,60383,213130,357177,107036,92.0
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,178840,986,40478,2142,22453,124087,12487,95.0
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,470917,1880,36506,6206,48339,354948,12483,88.0
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,553944,3588,73284,8235,75332,376356,34728,96.0
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,369901,1432,23270,3031,28333,283661,10655,91.0
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,203854,616,17555,2897,25575,153252,4235,87.0
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,376009,3518,59521,9017,77281,278354,18785,94.0
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,515712,2388,75637,8080,85477,378227,33109,96.0
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,227795,554,4576,1291,7979,162879,4301,100.0
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,285085,2482,34184,5968,43568,224082,13478,91.0
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,444892,15779,165061,21313,126189,316586,45158,86.0
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,144559,986,22174,3556,30952,99039,7072,93.0
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,315396,2871,61415,7335,67460,217340,25354,91.0
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,788318,48691,417170,64865,286973,457287,134832,93.0
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,624761,20443,192581,26487,154678,434882,64448,93.0
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,235793,744,16683,2215,20076,197972,7149,99.0
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,349031,2179,38086,3958,35359,268593,16045,95.0
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,316932,912,18413,2246,19880,232935,8554,101.0
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,384119,2324,47723,5435,62695,261639,18028,96.0
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,414586,1781,45113,5829,48525,346829,12915,84.0
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,242197,1945,34666,4498,47549,157683,14613,95.0
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,288923,653,13285,2219,18488,226597,5039,91.0
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,325713,1141,34499,6017,48130,248660,17923,90.0
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,401717,1611,30688,4185,46026,324899,11977,96.0
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,373867,3644,67830,5757,67819,265828,21958,97.0
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,618399,3406,45180,11833,67856,524701,11182,93.0
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,613915,4546,68482,11291,71201,466797,29071,89.0
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,576004,3754,55196,9401,64484,455270,16995,93.0
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,329647,1566,30868,6041,60435,235670,11139,92.0
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,382587,1182,26893,4048,37873,284384,14621,98.0
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,291440,1733,24255,3819,29839,232450,9838,97.0
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,386608,1382,32204,4200,49847,281671,12132,94.0
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,176522,273,11701,1634,17878,138428,5214,90.0
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,434618,1852,35706,5417,48952,341253,11678,88.0
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,276869,837,9569,3320,18017,231540,5173,96.0
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,382992,1090,21489,4139,35388,292003,5586,90.0
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,489449,7501,123526,12167,107407,338261,36739,96.0
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,168066,839,12713,1873,14918,134416,4877,95.0
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,376409,1926,41617,5682,55126,275519,15915,90.0
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,504235,6163,107463,9037,72460,339748,37265,95.0
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,781815,9438,175917,15285,124261,569476,42996,95.0
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,356418,2932,55948,5184,54974,243836,26370,98.0
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,698571,5614,82098,12836,91909,492304,39323,92.0
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,728192,4767,103898,10034,84546,496630,31267,93.0
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,684655,8239,172661,12746,113039,440367,67694,96.0
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,528790,6065,126138,10912,74859,344482,54960,95.0
